id,make_id,make_desc,model_id,model_desc,variant_id,variant_desc,search_string,motor_flag,fuel_type_id,fuel_type_desc,seating_capacity,vehicle_image,search_count,cc,segment_id,segment_desc
33265,1000008,ASTON MARTIN,1002160,DB 11,1007916,EVOLUTION,ASTON MARTIN DB 11 EVOLUTION (5198 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5198,1000013,Luxury
33267,1000008,ASTON MARTIN,1002161,DB9,1007917,COUPE,ASTON MARTIN DB9 COUPE (5935 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33269,1000008,ASTON MARTIN,1002161,DB9,1007918,VOLANTE,ASTON MARTIN DB9 VOLANTE (5935 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33271,1000008,ASTON MARTIN,1002161,DB9,1007919,DB9,ASTON MARTIN DB9 DB9 (5935 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33273,1000008,ASTON MARTIN,1002162,DBS,1007920,COUPE,ASTON MARTIN DBS COUPE (5935 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33275,1000008,ASTON MARTIN,1002162,DBS,1007921,VOLANTE,ASTON MARTIN DBS VOLANTE (5935 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33277,1000008,ASTON MARTIN,1002163,RAPIDE,1007922,SV12,ASTON MARTIN RAPIDE SV12 (5935 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33279,1000008,ASTON MARTIN,1002163,RAPIDE,1007923,LUXE,ASTON MARTIN RAPIDE LUXE (5935 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33281,1000008,ASTON MARTIN,1002163,RAPIDE,1011655,S,ASTON MARTIN RAPIDE S (5935 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33283,1000008,ASTON MARTIN,1002164,V12 VANTAGE,1007924,COUPE,ASTON MARTIN V12 VANTAGE COUPE (5935 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33285,1000008,ASTON MARTIN,1002164,V12 VANTAGE,1007925,ROADSTER,ASTON MARTIN V12 VANTAGE ROADSTER (5935 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33287,1000008,ASTON MARTIN,1002165,V12,1007926,ZAGATO,ASTON MARTIN V12 ZAGATO (5935 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33289,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1007927,COUPE,ASTON MARTIN V8 VANTAGE COUPE (4735 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33291,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1007928,ROADSTER,ASTON MARTIN V8 VANTAGE ROADSTER (4735 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33293,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1007929,S COUPE,ASTON MARTIN V8 VANTAGE S COUPE (4735 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33295,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1007930,S ROADSTER,ASTON MARTIN V8 VANTAGE S ROADSTER (4735 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33297,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1007931,SP10,ASTON MARTIN V8 VANTAGE SP10 (4735 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33299,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1011550,4.7 L,ASTON MARTIN V8 VANTAGE 4.7 L (4735 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33301,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1011552,GT4,ASTON MARTIN V8 VANTAGE GT4 (4735 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33303,1000008,ASTON MARTIN,1002166,V8 VANTAGE,1011555,N420,ASTON MARTIN V8 VANTAGE N420 (4735 cc),Car,1,Petrol,2,Astonmartin-DBS9.jpg,0,4735,1000013,Luxury
33305,1000008,ASTON MARTIN,1002167,VANQUISH,1007932,V12,ASTON MARTIN VANQUISH V12 (5935 cc),Car,1,Petrol,4,Astonmartin-DBS9.jpg,0,5935,1000013,Luxury
33307,1000009,AUDI,1002168,A3,1007933,35 TDI PREMIUM PLUS,AUDI A3 35 TDI PREMIUM PLUS (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33309,1000009,AUDI,1002168,A3,1007934,35 TDI TECHNOLOGY,AUDI A3 35 TDI TECHNOLOGY (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33311,1000009,AUDI,1002168,A3,1007935,35 TFSI TECHNOLOGY,AUDI A3 35 TFSI TECHNOLOGY (1395 cc),Car,1,Petrol,5,default.jpg,0,1395,1000014,Executive
33313,1000009,AUDI,1002168,A3,1007936,35 TFSI PREMIUM PLUS,AUDI A3 35 TFSI PREMIUM PLUS (1395 cc),Car,1,Petrol,5,audiA6.jpg,0,1395,1000014,Executive
33315,1000009,AUDI,1002168,A3,1007939,35 TDI ATRACTION,AUDI A3 35 TDI ATRACTION (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33317,1000009,AUDI,1002168,A3,1007940,35 TDI PREMIUM,AUDI A3 35 TDI PREMIUM (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33319,1000009,AUDI,1002168,A3,1007941,35 TDI PREMIUM + SUNROOF,AUDI A3 35 TDI PREMIUM + SUNROOF (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33321,1000009,AUDI,1002168,A3,1007942,35 TDI PREMIUM PLUS + SUNROOF,AUDI A3 35 TDI PREMIUM PLUS + SUNROOF (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33323,1000009,AUDI,1002168,A3,1007943,35 TDI TECHNOLOGY + SUNROOF,AUDI A3 35 TDI TECHNOLOGY + SUNROOF (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33325,1000009,AUDI,1002168,A3,1007944,40 TFSI PREMIUM,AUDI A3 40 TFSI PREMIUM (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33327,1000009,AUDI,1002168,A3,1007945,40 TFSI PREMIUM PLUS,AUDI A3 40 TFSI PREMIUM PLUS (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33329,1000009,AUDI,1002168,A3,1007946,40 TFSI PREMIUM PLUS + SUNROOF,AUDI A3 40 TFSI PREMIUM PLUS + SUNROOF (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33331,1000009,AUDI,1002168,A3,1007947,BASE,AUDI A3 BASE (1968 cc),Car,1,Petrol,5,audiA6.jpg,0,1968,1000014,Executive
33333,1000009,AUDI,1002168,A3,1007948,S,AUDI A3 S (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33335,1000009,AUDI,1002168,A3,1007949,S DIESEL,AUDI A3 S DIESEL (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33337,1000009,AUDI,1002168,A3,1007950,TURBO,AUDI A3 TURBO (1798 cc),Car,2,Diesel,5,audiA6.jpg,0,1798,1000014,Executive
33339,1000009,AUDI,1002168,A3,1007951,V6 AT,AUDI A3 V6 AT (1395 cc),Car,2,Diesel,5,audiA6.jpg,0,1395,1000014,Executive
33341,1000009,AUDI,1002169,A3 CABRIOLET,1007937,1.4 TFSI,AUDI A3 CABRIOLET 1.4 TFSI (1395 cc),Car,1,Petrol,5,audiA6.jpg,0,1395,1000014,Executive
33343,1000009,AUDI,1002169,A3 CABRIOLET,1007938,40 TFSI,AUDI A3 CABRIOLET 40 TFSI (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33345,1000009,AUDI,1002169,A3 CABRIOLET,1011656,35 TFSI,AUDI A3 CABRIOLET 35 TFSI (1395 cc),Car,1,Petrol,5,audiA6.jpg,0,1395,1000014,Executive
33347,1000009,AUDI,1002171,A4,1011763,35 TDI PREMIUM PLUS,AUDI A4 35 TDI PREMIUM PLUS (1395 cc),Car,2,Diesel,5,audiA6.jpg,0,1395,1000014,Executive
33349,1000009,AUDI,1002171,A4,1011764,35 TDI TECHNOLOGY,AUDI A4 35 TDI TECHNOLOGY (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33351,1000009,AUDI,1002171,A4,1011793,2.0 TDI (177BHP) TECHNOLOGY PACK,AUDI A4 2.0 TDI (177BHP) TECHNOLOGY PACK (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33353,1000009,AUDI,1002171,A4,1011794,3.0 TDI QUATTRO PREMIUM PLUS,AUDI A4 3.0 TDI QUATTRO PREMIUM PLUS (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33355,1000009,AUDI,1002171,A4,1011796,CELEBRATION EDITION,AUDI A4 CELEBRATION EDITION (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33357,1000009,AUDI,1002171,A4,1011472,B9 35 TDI PREMIUM PLUS,AUDI A4 B9 35 TDI PREMIUM PLUS (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33359,1000009,AUDI,1002171,A4,1007952,30 TFSI TECHNOLOGY PACK,AUDI A4 30 TFSI TECHNOLOGY PACK (1395 cc),Car,1,Petrol,5,audiA6.jpg,0,1395,1000014,Executive
33361,1000009,AUDI,1002171,A4,1007953,30 TSFI PREMIUM PLUS,AUDI A4 30 TSFI PREMIUM PLUS (1395 cc),Car,1,Petrol,5,audiA6.jpg,0,1395,1000014,Executive
33363,1000009,AUDI,1002171,A4,1007954,35 TDI,AUDI A4 35 TDI (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33365,1000009,AUDI,1002171,A4,1007955,1.8 T MULTITRONIC,AUDI A4 1.8 T MULTITRONIC (1781 cc),Car,1,Petrol,5,audiA6.jpg,0,1781,1000014,Executive
33367,1000009,AUDI,1002171,A4,1007956,2.0 TDI MULTITRONIC,AUDI A4 2.0 TDI MULTITRONIC (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33369,1000009,AUDI,1002171,A4,1007957,2.0 TFSI,AUDI A4 2.0 TFSI (1984 cc),Car,1,Petrol,5,audiA6.jpg,0,1984,1000014,Executive
33371,1000009,AUDI,1002171,A4,1007958,3.0 TDI QUATTRO,AUDI A4 3.0 TDI QUATTRO (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000014,Executive
33373,1000009,AUDI,1002171,A4,1007959,3.2 FSI QUATTRO,AUDI A4 3.2 FSI QUATTRO (3197 cc),Car,1,Petrol,5,audiA6.jpg,0,3197,1000014,Executive
33375,1000009,AUDI,1002171,A4,1007960,1.8 TFSI,AUDI A4 1.8 TFSI (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33377,1000009,AUDI,1002171,A4,1007961,1.8 TFSI MULTITRONIC PREMIUM,AUDI A4 1.8 TFSI MULTITRONIC PREMIUM (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33379,1000009,AUDI,1002171,A4,1007962,1.8 TFSI MULTITRONIC PREMIUM PLUS,AUDI A4 1.8 TFSI MULTITRONIC PREMIUM PLUS (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33381,1000009,AUDI,1002171,A4,1007963,1.8 TFSI MULTITRONIC TECHNOLOGY PACK,AUDI A4 1.8 TFSI MULTITRONIC TECHNOLOGY PACK (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33383,1000009,AUDI,1002171,A4,1007964,2.0 TDI (143BHP),AUDI A4 2.0 TDI (143BHP) (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33385,1000009,AUDI,1002171,A4,1007965,2.0 TDI (177BHP) PREMIUM,AUDI A4 2.0 TDI (177BHP) PREMIUM (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33387,1000009,AUDI,1002171,A4,1007966,2.0 TDI (177BHP) PREMIUM PLUS,AUDI A4 2.0 TDI (177BHP) PREMIUM PLUS (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33389,1000009,AUDI,1002171,A4,1007967,3.0 TDI QUATTRO PREMIUM,AUDI A4 3.0 TDI QUATTRO PREMIUM (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33391,1000009,AUDI,1002171,A4,1007968,35 TDI PREMIUM,AUDI A4 35 TDI PREMIUM (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33393,1000009,AUDI,1002171,A4,1007969,35 TDI PREMIUM SPORT,AUDI A4 35 TDI PREMIUM SPORT (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33395,1000009,AUDI,1002171,A4,1007970,35 TDI PREMIUM SPORT + SUNROOF,AUDI A4 35 TDI PREMIUM SPORT + SUNROOF (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33397,1000009,AUDI,1002171,A4,1007971,35 TDI PREMIUM SUNROOF,AUDI A4 35 TDI PREMIUM SUNROOF (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33399,1000009,AUDI,1002171,A4,1007972,35 TDI TECHNOLOGY PACK,AUDI A4 35 TDI TECHNOLOGY PACK (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33401,1000009,AUDI,1002171,A4,1007973,35 TFSI PREMIUM,AUDI A4 35 TFSI PREMIUM (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33403,1000009,AUDI,1002171,A4,1007974,35 TFSI PREMIUM SUNROOF,AUDI A4 35 TFSI PREMIUM SUNROOF (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33405,1000009,AUDI,1002171,A4,1007975,S4 3.0 TFSI QUATTRO,AUDI A4 S4 3.0 TFSI QUATTRO (2995 cc),Car,1,Petrol,5,audiA6.jpg,0,2995,1000015,Premium
33407,1000009,AUDI,1002172,A6,1007976,35 TDI MATRIX,AUDI A6 35 TDI MATRIX (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000015,Premium
33409,1000009,AUDI,1002172,A6,1007977,35 TFSI MATRIX,AUDI A6 35 TFSI MATRIX (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000015,Premium
33411,1000009,AUDI,1002172,A6,1007978,3.0 I MULTITRONIC,AUDI A6 3.0 I MULTITRONIC (2967 cc),Car,1,Petrol,5,audiA6.jpg,0,2967,1000015,Premium
33413,1000009,AUDI,1002172,A6,1007979,3.2 FSI QUATTRO,AUDI A6 3.2 FSI QUATTRO (3132 cc),Car,1,Petrol,5,audiA6.jpg,0,3132,1000014,Executive
33415,1000009,AUDI,1002172,A6,1007980,1.8 T MULTITRONIC,AUDI A6 1.8 T MULTITRONIC (1781 cc),Car,1,Petrol,5,audiA6.jpg,0,1781,1000015,Premium
33417,1000009,AUDI,1002172,A6,1007981,2.0 TDI MULTITRONIC,AUDI A6 2.0 TDI MULTITRONIC (1984 cc),Car,2,Diesel,5,audiA6.jpg,0,1984,1000014,Executive
33419,1000009,AUDI,1002172,A6,1007982,2.7 TDI,AUDI A6 2.7 TDI (2698 cc),Car,2,Diesel,5,audiA6.jpg,0,2698,1000014,Executive
33421,1000009,AUDI,1002172,A6,1007983,3.0 TDI QUATTRO,AUDI A6 3.0 TDI QUATTRO (2698 cc),Car,2,Diesel,5,audiA6.jpg,0,2698,1000015,Premium
33423,1000009,AUDI,1002172,A6,1007984,2.0 TDI PREMIUM,AUDI A6 2.0 TDI PREMIUM (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33425,1000009,AUDI,1002172,A6,1007985,2.0 TDI PREMIUM PLUS,AUDI A6 2.0 TDI PREMIUM PLUS (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000015,Premium
33427,1000009,AUDI,1002172,A6,1007986,2.0 TDI TECHNOLOGY PACK,AUDI A6 2.0 TDI TECHNOLOGY PACK (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000015,Premium
33429,1000009,AUDI,1002172,A6,1007987,2.0 TFSI PREMIUM,AUDI A6 2.0 TFSI PREMIUM (1984 cc),Car,1,Petrol,5,audiA6.jpg,0,1984,1000014,Executive
33431,1000009,AUDI,1002172,A6,1007988,2.0 TFSI PREMIUM PLUS,AUDI A6 2.0 TFSI PREMIUM PLUS (1968 cc),Car,1,Petrol,5,audiA6.jpg,0,1968,1000015,Premium
33433,1000009,AUDI,1002172,A6,1007989,2.0 TFSI TECHNOLOGY PACK,AUDI A6 2.0 TFSI TECHNOLOGY PACK (1984 cc),Car,1,Petrol,5,audiA6.jpg,0,1984,1000015,Premium
33435,1000009,AUDI,1002172,A6,1007990,2.8 FSI,AUDI A6 2.8 FSI (2773 cc),Car,1,Petrol,5,audiA6.jpg,0,2773,1000014,Executive
33437,1000009,AUDI,1002172,A6,1007991,3.0 TDI QUATTRO PREMIUM,AUDI A6 3.0 TDI QUATTRO PREMIUM (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33439,1000009,AUDI,1002172,A6,1007992,3.0 TDI QUATTRO PREMIUM PLUS,AUDI A6 3.0 TDI QUATTRO PREMIUM PLUS (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33441,1000009,AUDI,1002172,A6,1007993,3.0 TDI QUATTRO TECHNOLOGY PACK,AUDI A6 3.0 TDI QUATTRO TECHNOLOGY PACK (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33443,1000009,AUDI,1002172,A6,1007994,3.0 TFSI QUATTRO,AUDI A6 3.0 TFSI QUATTRO (2995 cc),Car,1,Petrol,5,audiA6.jpg,0,2995,1000015,Premium
33445,1000009,AUDI,1002172,A6,1011494,35 TDI TECHNOLOGY,AUDI A6 35 TDI TECHNOLOGY (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000015,Premium
33447,1000009,AUDI,1002172,A6,1011501,35 TFSI,AUDI A6 35 TFSI (1798 cc),Car,1,Petrol,5,audiA6.jpg,0,1798,1000014,Executive
33449,1000009,AUDI,1002172,A6,1011506,35 TFSI PREMIUM,AUDI A6 35 TFSI PREMIUM (1984 cc),Car,1,Petrol,5,audiA6.jpg,0,1984,1000014,Executive
33451,1000009,AUDI,1002172,A6,1011517,DIESEL 2.0 TDI,AUDI A6 DIESEL 2.0 TDI (2000 cc),Car,2,Diesel,5,audiA6.jpg,0,2000,1000014,Executive
33453,1000009,AUDI,1002172,A6,1011798,3.0 TDI SPECIAL EDITION,AUDI A6 3.0 TDI SPECIAL EDITION (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33455,1000009,AUDI,1002172,A6,1011800,2.0 TDI BUSINESS EDITION,AUDI A6 2.0 TDI BUSINESS EDITION (1968 cc),Car,2,Diesel,5,audiA6.jpg,0,1968,1000014,Executive
33457,1000009,AUDI,1002173,A7,1011524,2.8 FSI QUATTRO,AUDI A7 2.8 FSI QUATTRO (2773 cc),Car,1,Petrol,4,audiA6.jpg,0,2773,1000015,Premium
33459,1000009,AUDI,1002173,A7,1012008,3.0 TDI 5 SEATER,AUDI A7 3.0 TDI 5 SEATER (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33461,1000009,AUDI,1002173,A7,1012009,3.0 TDI,AUDI A7 3.0 TDI (2967 cc),Car,2,Diesel,4,audiA6.jpg,0,2967,1000015,Premium
33463,1000009,AUDI,1002173,A7,1007995,SPORTBACK 3.0 TDI QUATTRO,AUDI A7 SPORTBACK 3.0 TDI QUATTRO (2967 cc),Car,2,Diesel,5,audiA6.jpg,0,2967,1000015,Premium
33465,1000009,AUDI,1002173,A7,1007996,SPORTBACK 3.0 TFSI QUATTRO,AUDI A7 SPORTBACK 3.0 TFSI QUATTRO (2995 cc),Car,1,Petrol,5,audiA6.jpg,0,2995,1000015,Premium
33467,1000009,AUDI,1002174,A8 L,1007997,50 TDI,AUDI A8 L 50 TDI (2967 cc),Car,2,Diesel,4,audiA6.jpg,0,2967,1000013,Luxury
33469,1000009,AUDI,1002174,A8 L,1007998,50 TDI PLUS,AUDI A8 L 50 TDI PLUS (2967 cc),Car,2,Diesel,4,audiA6.jpg,0,2967,1000013,Luxury
33471,1000009,AUDI,1002174,A8 L,1007999,60 TDI,AUDI A8 L 60 TDI (4134 cc),Car,2,Diesel,4,audiA6.jpg,0,4134,1000013,Luxury
33473,1000009,AUDI,1002174,A8 L,1008000,60 TFSI,AUDI A8 L 60 TFSI (3993 cc),Car,1,Petrol,4,audiA6.jpg,0,3993,1000013,Luxury
33475,1000009,AUDI,1002174,A8 L,1008001,W12,AUDI A8 L W12 (6299 cc),Car,1,Petrol,4,audiA6.jpg,0,6299,1000013,Luxury
33477,1000009,AUDI,1002174,A8 L,1008002,6.0 W12 QUATTRO,AUDI A8 L 6.0 W12 QUATTRO (5998 cc),Car,1,Petrol,4,audiA6.jpg,0,5998,1000013,Luxury
33479,1000009,AUDI,1002174,A8 L,1008003,3.0 TDI QUATTRO,AUDI A8 L 3.0 TDI QUATTRO (2967 cc),Car,2,Diesel,4,audiA6.jpg,0,2967,1000013,Luxury
33481,1000009,AUDI,1002174,A8 L,1008004,4.2 FSI QUATTRO,AUDI A8 L 4.2 FSI QUATTRO (4134 cc),Car,1,Petrol,4,audiA6.jpg,0,4134,1000013,Luxury
